RANK,PoS,WORD,TOTAL,SPOKEN,FICTION,MAGAZINE,NEWSPAPER,ACADEMIC
48623, J ,impalpable,37,1,19,3,0,14
48625, N ,life-force,36,1,15,4,4,12
48626, J ,theban,39,1,5,18,1,14
48628, J ,dispersive,39,1,2,1,0,35
48630, N ,tickling,40,1,24,11,0,4
48635, M ,mid-1880s,34,1,1,14,2,16
48643, J ,single-stage,41,1,0,10,0,30
48660, J ,back-of-the-envelope,35,1,5,12,8,9
48661, N ,self-immolation,35,1,6,11,13,4
48663, J ,unlamented,33,1,11,10,4,7
48667, N ,landsman,183,1,151,9,7,15
48673, N ,episiotomy,36,1,10,21,1,3
48675, M ,five-eight,38,1,27,8,2,0
48681, N ,emaciation,33,1,16,5,3,8
48683, J ,tommy,40,1,26,8,5,0
48686, N ,purdah,34,1,11,8,6,8
48689, R ,infuriatingly,37,1,18,6,9,3
48697, J ,stone-age,34,1,9,10,5,9
48706, J ,darkish,34,1,23,6,3,1
48710, V ,cheep,38,1,23,11,1,2
48712, N ,minicam,40,1,28,6,5,0
48722, J ,carsick,39,1,22,15,1,0
48729, J ,mud-walled,40,1,5,11,19,4
48732, J ,serologic,45,1,0,0,3,41
48733, N ,stayer,80,1,10,47,3,19
48736, N ,magus,94,1,34,6,1,52
48740, J ,high-bandwidth,38,1,0,25,1,11
48743, N ,ampersand,35,1,7,16,4,7
48753, N ,tamarack,99,1,13,50,32,3
48767, J ,dime-sized,34,1,13,9,7,4
48784, J ,upper-right,39,1,7,19,9,3
48785, J ,shape-shifting,44,1,7,15,11,10
48790, R ,therewith,36,1,7,3,0,25
48794, J ,lissome,39,1,25,10,3,0
48795, J ,elite-level,36,1,0,12,14,9
48801, R ,tremulously,35,1,25,5,1,3
48803, J ,penetrable,35,1,8,5,3,18
48806, J ,dissociated,36,1,4,11,0,20
48807, J ,anti-indian,54,1,0,3,3,47
48808, N ,proselytization,36,1,0,6,5,24
48813, N ,minor-leaguer,39,1,0,3,35,0
48828, J ,child-protection,37,1,1,9,16,10
48834, N ,derecho,40,1,11,2,3,23
48837, N ,plasticizer,41,1,1,18,4,17
48842, R ,sidewise,35,1,28,3,1,2
48844, V ,parboil,36,1,4,9,21,1
48849, N ,onomatopoeia,37,1,10,5,8,13
48850, N ,junker,74,1,26,13,29,5
48857, N ,gloaming,43,1,16,15,8,3
48859, J ,thirty-day,37,1,10,9,0,17
48871, R ,cloyingly,34,1,10,7,15,1
48874, N ,merrymaking,35,1,12,13,7,2
48878, V ,caterwaul,32,1,19,6,2,4
48880, J ,closet-sized,34,1,20,5,7,1
48889, N ,veld,44,1,25,9,5,4
48895, J ,fifty-dollar,42,1,37,3,0,1
48912, J ,folded-up,38,1,25,7,4,1
48914, M ,forty-third,36,1,18,7,0,10
48916, J ,non-participating,42,1,0,6,3,32
48919, J ,time-pressed,34,1,0,16,17,0
48920, R ,cursorily,37,1,14,5,5,12
48931, R ,inconclusively,35,1,1,8,12,13
48935, N ,arriviste,35,1,0,21,3,10
48939, N ,fulmination,37,1,4,18,4,10
48950, J ,arrayed,36,1,12,9,6,8
48951, J ,snug-fitting,33,1,7,19,3,3
48954, J ,get-acquainted,32,1,4,11,7,9
48955, J ,speeded-up,32,1,15,8,4,4
48958, N ,dieldrin,42,1,0,23,4,14
48962, N ,bola,62,1,17,12,22,10
48967, N ,time-traveler,40,1,31,1,2,5
48977, N ,unimportance,35,1,6,4,5,19
48980, J ,home-video,34,1,1,16,14,2
48981, N ,chlorofluorocarbon,37,1,0,12,5,19
48989, V ,obtrude,36,1,4,6,2,23
48990, N ,folksong,34,1,6,3,2,22
48992, N ,conformism,36,1,1,9,2,23
49001, J ,self-enclosed,34,1,2,6,3,22
49003, N ,saintliness,36,1,9,8,3,15
49010, J ,religion-based,34,1,1,4,9,19
49020, J ,streptococcal,45,1,0,10,5,29
49023, J ,self-healing,38,1,2,20,2,13
49033, J ,ivory-colored,35,1,17,11,4,2
49036, J ,eighth-floor,34,1,7,9,16,1
49037, J ,runic,32,1,14,8,2,7
49046, J ,fast-growth,34,1,0,20,10,3
49054, N ,worrywart,37,1,10,8,14,4
49075, J ,fishless,36,1,3,17,8,7
49077, J ,public-education,35,1,0,24,6,4
49081, N ,roughhouse,35,1,12,16,4,2
49083, N ,triphosphate,37,1,0,16,3,17
49094, J ,calculable,39,1,2,9,6,21
49104, J ,state-building,53,1,0,3,3,46
49105, N ,junto,41,1,19,0,4,17
49111, J ,arab-jewish,37,1,2,3,11,20
49121, N ,civvy,34,1,19,11,3,0
49127, J ,outer-space,33,1,5,9,15,3
49128, J ,silver-colored,34,1,13,9,7,4
49129, N ,baseness,34,1,9,5,1,18
49130, N ,absoluteness,32,1,5,5,0,21
49131, J ,unshackled,38,1,9,8,10,10
49140, J ,longer-lived,33,1,1,17,4,10
49148, J ,single-purpose,39,1,0,20,4,14
49154, J ,electron-beam,44,1,1,2,3,37
49157, N ,pederast,34,1,11,2,8,12
49160, R ,coquettishly,42,1,30,6,5,0
49162, J ,pre-assigned,36,1,4,4,6,21
49165, J ,ten-dollar,34,1,27,3,1,2
49167, N ,norseman,37,1,13,9,5,9
49169, N ,polyposis,41,1,0,11,0,29
49179, N ,veiling,47,1,8,6,2,30
49181, N ,rulership,39,1,5,2,0,31
49189, J ,lunch-hour,32,1,8,8,14,1
49224, J ,blondish,35,1,26,7,1,0
49231, J ,dance-hall,33,1,10,14,8,0
49238, N ,routinization,42,1,0,4,1,36
49244, N ,sensorium,40,1,17,2,1,19
49246, J ,carbonic,35,1,3,16,1,14
49247, J ,felted,37,1,11,17,5,3
49251, J ,body-hugging,38,1,3,23,11,0
49254, J ,sandaled,40,1,33,3,1,2
49256, J ,mint-green,36,1,22,6,7,0
49266, V ,elate,38,1,11,5,8,13
49271, J ,rare-book,36,1,5,9,15,6
49275, N ,silverfish,39,1,16,5,9,8
49279, N ,mortarboard,35,1,20,7,6,1
49296, J ,above-knee,60,1,0,0,1,58
49301, J ,state-licensed,32,1,0,6,15,10
49302, N ,workmate,34,1,13,12,3,5
49306, J ,platinum-selling,37,1,1,15,20,0
49311, J ,gas-giant,41,1,4,26,1,9
49314, J ,impounded,45,1,4,6,7,27
49326, J ,anti-hunting,39,1,0,28,10,0
49327, J ,store-brand,35,1,1,18,14,1
49334, N ,shape-shifter,53,1,35,4,7,6
49335, N ,swash,39,1,10,10,6,12
49340, J ,capsular,54,1,0,3,2,48
49341, J ,harm-reduction,46,1,0,15,0,30
49349, N ,indiscipline,35,1,4,5,5,20
49354, J ,high-latitude,34,1,1,12,1,19
49360, J ,conjunctive,36,1,1,1,0,33
49361, N ,oxidizer,36,1,4,14,7,10
49365, J ,hot-tub,34,1,4,23,6,0
49368, J ,couch-potato,36,1,2,23,9,1
49369, J ,african-inspired,34,1,1,21,7,4
49378, J ,duck-billed,32,1,8,15,3,5
49381, J ,mixed-breed,32,1,7,15,9,0
49382, J ,long-vanished,33,1,16,6,3,7
49403, J ,quantum-mechanical,50,1,6,12,3,28
49414, N ,ambo,60,1,6,3,11,39
49423, N ,orthodontia,35,1,18,9,5,2
49434, J ,well-trimmed,35,1,23,6,4,1
49435, J ,well-fitting,33,1,9,12,3,8
49442, J ,cable-knit,42,1,11,27,2,1
49444, J ,adult-oriented,32,1,0,7,16,8
49450, J ,olive-drab,33,1,16,9,7,0
49468, J ,tan-colored,33,1,14,12,3,3
49471, J ,room-sized,32,1,8,13,7,3
49472, J ,rock-like,34,1,16,9,5,3
49476, J ,traffic-choked,33,1,1,10,20,1
49480, J ,appliqued,31,1,6,17,4,3
49492, J ,stain-resistant,39,1,3,26,8,1
49495, R ,superiorly,38,1,0,2,0,35
49497, J ,adventitious,41,1,4,6,0,30
49500, J ,premonitory,32,1,14,4,1,12
49502, J ,ungraded,35,1,10,0,3,21
49505, N ,faro,116,1,16,14,17,68
49510, N ,overexertion,35,1,6,19,2,7
49511, J ,neuroendocrine,50,1,1,8,1,39
49512, J ,carnaval,53,1,1,5,8,38
49521, J ,oft-told,36,1,1,9,20,5
49524, J ,other-directed,42,1,1,3,2,35
49526, N ,hotel-casino,49,1,0,5,43,0
49535, N ,drumhead,34,1,17,6,2,8
49538, J ,late-inning,35,1,1,5,28,0
49544, J ,intermediate-level,32,1,1,12,7,11
49546, N ,astuteness,36,1,9,5,2,19
49548, J ,more-sophisticated,33,1,0,23,5,4
49550, N ,cornhusk,40,1,7,27,1,4
49551, N ,vasodilation,39,1,0,5,1,32
49558, V ,indwell,41,1,2,5,0,33
49566, N ,undercoat,37,1,7,25,2,2
49568, J ,sexual-assault,38,1,0,16,21,0
49571, N ,tenuousness,31,1,5,11,2,12
49574, N ,grogginess,35,1,16,14,2,2
49596, J ,eared,31,1,13,10,5,2
49600, N ,courseware,44,1,0,5,0,38
49602, J ,office-based,39,1,0,2,5,31
49615, J ,two-deep,38,1,2,6,29,0
49655, J ,ferric,40,1,4,8,3,24
49662, J ,right-center,33,1,1,6,25,0
49667, N ,overshoe,38,1,33,1,2,1
49668, R ,therefor,39,1,4,3,5,26
49670, N ,end-product,31,1,2,8,2,18
49671, J ,sharp-toothed,31,1,17,8,2,3
49674, J ,unscarred,34,1,14,10,4,5
49677, J ,sketched,33,1,8,14,2,8
49678, R ,prosaically,31,1,3,12,4,11
49684, J ,post-impressionist,40,1,1,8,26,4
49688, J ,global-positioning,34,1,2,14,14,3
49694, N ,potpie,58,1,12,29,16,0
49708, J ,c-shaped,34,1,3,12,6,12
49712, N ,delamination,46,1,1,15,2,27
49713, J ,staphylococcal,40,1,1,3,1,34
49714, J ,double-paned,39,1,11,17,8,2
49727, N ,cogitation,31,1,12,7,2,9
49732, N ,soulfulness,34,1,3,16,12,2
49742, J ,frosted-glass,35,1,23,7,4,0
49745, R ,anachronistically,34,1,3,5,3,22
49757, J ,non-electric,37,1,2,28,2,4
49761, N ,rocketship,39,1,21,5,2,10
49776, J ,stigmatizing,35,1,1,7,2,24
49779, J ,gyroscopic,35,1,7,18,4,5
49780, J ,safety-net,37,1,1,11,19,5
49789, J ,inside-the-park,33,1,1,7,24,0
49790, R ,diversely,36,1,1,6,4,24
49791, N ,dromedary,37,1,14,14,3,5
49792, N ,votary,33,1,5,11,0,16
49793, J ,unaligned,44,1,7,4,4,28
49811, J ,aforesaid,37,1,7,6,1,22
49814, J ,back-to-nature,33,1,8,13,9,2
49817, R ,surreally,34,1,11,13,7,2
49832, N ,obliquity,49,1,29,14,1,4
49840, J ,communist-era,33,1,0,6,16,10
49846, J ,full-spectrum,34,1,8,19,3,3
49860, J ,pillared,34,1,21,5,7,0
49873, J ,non-regulatory,35,1,0,0,6,28
49874, N ,breakpoint,44,1,2,7,0,34
49878, N ,hearthstone,79,1,42,17,13,6
49884, J ,child-labor,38,1,2,21,11,3
49890, N ,harpsichordist,37,1,4,2,21,9
49893, J ,square-shaped,31,1,14,12,1,3
49894, R ,ignorantly,37,1,14,7,9,6
49898, N ,fleshpot,31,1,15,6,4,5
49900, J ,soft-serve,42,1,5,16,20,0
49902, J ,undrinkable,34,1,10,9,11,3
49906, R ,enviably,34,1,12,10,5,6
49908, V ,anthologize,31,1,11,2,7,10
49910, J ,self-designated,33,1,2,8,9,13
49913, J ,skilful,35,1,8,11,0,15
49914, J ,low-wattage,35,1,12,15,7,0
49917, J ,fizzing,34,1,25,7,1,0
49921, J ,exotic-looking,34,1,16,7,7,3
49930, N ,waiting-room,37,1,17,13,4,2
49931, N ,bookbinder,59,1,28,14,15,1
49933, J ,utilized,34,1,0,3,1,29
49947, N ,ankh,42,1,17,14,4,6
49949, N ,meningioma,153,1,1,5,4,142
49957, V ,cumulate,37,1,2,2,0,32
49959, J ,self-disclosure,37,1,1,7,1,27
49965, J ,aphoristic,48,1,3,3,1,40
49967, N ,isolette,53,1,39,10,3,0
49970, N ,fetishization,42,1,13,1,2,25
49973, J ,civilian-military,37,1,0,8,5,23
49977, J ,substance-abusing,37,1,0,7,3,26
49979, J ,tomboyish,36,1,7,23,3,2
49981, J ,symptomless,34,1,1,11,1,20
50007, R ,adorably,35,1,13,17,3,1
50009, J ,pearl-gray,33,1,20,9,3,0
50010, N ,countrywoman,31,1,11,4,14,1
50012, J ,intracytoplasmic,31,1,0,15,5,10
50021, J ,showier,33,1,3,20,8,1
50022, J ,similar-looking,31,1,3,19,5,3
50025, J ,overfed,32,1,12,11,2,6
50042, N ,mash-up,66,1,1,34,26,4
50046, V ,literalize,34,1,1,2,2,28
50049, N ,perfecta,100,1,14,1,15,69
50056, J ,unrolled,35,1,8,8,5,13
50065, N ,infinitude,34,1,12,4,1,16
50072, N ,orthodontics,37,1,9,17,7,3
50104, J ,death-like,31,1,15,3,2,10
50106, N ,unfurling,30,1,11,11,3,4
50111, J ,west-side,33,1,8,4,16,4
50113, J ,hopped-up,31,1,11,16,2,1
50115, R ,expediently,31,1,4,5,6,15
50123, N ,brewmaster,53,1,8,6,38,0
50126, J ,job-seeking,39,1,1,2,17,18
50130, N ,mini-golf,45,1,14,10,15,5
50145, J ,endurable,32,1,7,12,4,8
50147, N ,reapplication,33,1,1,12,6,13
50151, N ,imprinting,41,1,8,18,0,14
50159, J ,indo-pakistani,43,1,0,3,1,38
50163, N ,saturnalia,31,1,3,9,3,15
50165, J ,adult-size,35,1,6,18,9,1
50168, J ,ultra-competitive,34,1,0,16,16,1
50171, J ,square-cut,35,1,25,6,3,0
50177, J ,untransformed,38,1,3,0,0,34
50187, J ,three-foot-high,32,1,7,18,3,3
50189, N ,easiness,34,1,12,11,3,7
50220, N ,chancellery,54,1,8,20,12,13
50234, N ,viscose,33,1,0,15,14,3
50237, J ,oozy,36,1,21,3,9,2
50243, J ,cliff-top,37,1,6,18,10,2
50245, J ,rekindled,34,1,8,12,7,6
50255, J ,superannuated,30,1,12,10,3,4
50270, N ,ichthyologist,37,1,2,24,3,7
50278, N ,gadwall,34,1,0,24,9,0
50280, N ,magneto,69,1,43,18,4,3
50281, N ,subclass,33,1,2,4,3,23
50282, N ,shite,49,1,45,3,0,0
50289, J ,open-market,31,1,0,8,10,12
50290, J ,ring-like,31,1,3,16,1,10
50298, J ,unconsidered,33,1,13,6,1,12
50300, N ,gigantism,31,1,4,8,7,11
50302, N ,great-great-grandson,30,1,7,8,12,2
50310, J ,neurodevelopmental,39,1,0,8,2,28
50311, J ,slow-pitch,34,1,4,7,22,0
50315, N ,waterbird,36,1,5,16,4,10
50316, N ,principalship,37,1,2,0,3,31
50320, J ,age-discrimination,31,1,1,7,20,2
50323, N ,manoeuvre,39,1,10,7,0,21
50332, N ,turnbuckle,32,1,14,15,1,1
50334, J ,interurban,33,1,3,7,13,9
50336, N ,recency,37,1,0,2,1,33
50343, J ,dishonored,29,1,6,7,4,11
50345, J ,needle-nose,35,1,6,22,5,1
50350, N ,mimeograph,33,1,14,7,4,7
50358, J ,talentless,32,1,13,8,8,2
50360, N ,crocheting,30,1,17,4,6,2
50363, J ,gussied-up,33,1,8,13,10,1
50380, J ,nosocomial,46,1,1,2,0,42
50381, N ,carousing,35,1,10,12,10,2
50390, J ,ultra-thin,30,1,5,9,5,10
50392, J ,girl-next-door,35,1,8,16,10,0
50417, J ,diaphragmatic,31,1,0,12,3,15
50419, J ,stove-top,35,1,1,21,11,1
50422, N ,threshhold,31,1,14,1,10,5
50423, J ,solar-heated,32,1,4,15,10,2
50424, J ,food-producing,32,1,0,15,2,14
50436, N ,fashioning,34,1,2,5,0,26
50437, J ,high-carbon,37,1,0,28,1,7
50451, N ,discarding,31,1,1,6,1,22
50452, N ,muskeg,45,1,9,31,0,4
50455, J ,walled-off,28,1,6,6,11,4
50456, J ,too-high,32,1,10,10,8,3
50457, N ,mastoiditis,63,1,1,0,2,59
50462, J ,calf-length,34,1,19,7,5,2
50465, J ,re-energized,30,1,1,10,15,3
50472, J ,skinning,31,1,13,13,1,3
50474, R ,bloodily,31,1,11,9,2,8
50475, R ,myopically,32,1,13,6,3,9
50482, J ,dangly,32,1,16,11,4,0
50485, J ,clayey,30,1,14,5,1,9
50488, J ,roosting,30,1,3,15,2,9
50489, N ,cussing,38,1,21,7,9,0
50490, J ,hybridized,33,1,0,7,4,21
50493, J ,fifty-minute,32,1,13,4,0,14
50499, N ,sipper,41,1,2,21,16,1
50501, R ,circumspectly,31,1,13,4,3,10
50503, N ,ricer,33,1,2,10,19,1
50516, J ,seronegative,40,1,0,1,0,38
50517, J ,side-mounted,33,1,4,25,1,2
50526, J ,district-level,35,1,0,0,4,30
50527, N ,midbrain,33,1,5,17,0,10
50528, J ,iron-on,36,1,7,21,7,0
50529, N ,timecard,32,1,6,4,10,11
50542, J ,self-trained,35,1,0,10,6,18
50546, N ,psychopathy,56,1,1,34,7,13
50554, J ,all-optical,37,1,0,27,4,5
50564, J ,fire-retardant,32,1,3,9,19,0
50565, N ,telegraphy,34,1,5,10,2,16
50569, N ,waxwing,33,1,13,9,3,7
50577, J ,equalizing,31,1,1,3,4,22
50590, J ,railed,31,1,19,9,0,2
50594, R ,consolingly,30,1,22,3,1,3
50604, N ,flouting,31,1,2,8,11,9
50606, N ,darwinist,29,1,4,5,6,13
50609, J ,spectrographic,31,1,7,7,1,15
50610, J ,near-normal,29,1,2,10,4,12
50611, J ,drug-addled,35,1,7,12,13,2
50612, J ,whippy,417,1,391,17,7,1
50613, N ,soldiery,32,1,14,8,2,7
50630, R ,fetchingly,37,1,18,9,7,2
50638, V ,overdevelop,30,1,7,8,7,7
50641, J ,discomfiting,30,1,6,11,8,4
50650, J ,tomographic,37,1,5,5,1,25
50652, N ,novelization,34,1,4,5,7,17
50653, N ,downstroke,32,1,10,20,0,1
50654, N ,self-correction,32,1,0,6,4,21
50667, J ,ten-pound,31,1,22,7,1,0
50676, N ,biocide,41,1,1,18,2,19
50689, N ,inscrutability,31,1,8,10,4,8
50692, N ,unsuitability,32,1,5,8,2,16
50708, R ,opaquely,32,1,9,15,1,6
50712, J ,environment-friendly,30,1,1,7,9,12
50716, N ,tragedian,32,1,7,6,3,15
50723, J ,shearling,30,1,10,15,3,1
50725, N ,jocularity,30,1,13,3,4,9
50737, N ,coccyx,34,1,21,10,1,1
50738, J ,non-mormon,33,1,0,14,7,11
50744, J ,evil-looking,29,1,16,6,4,2
50748, R ,immodestly,31,1,9,6,7,8
50752, J ,buffet-style,32,1,4,14,12,1
50762, N ,automaticity,38,1,1,3,0,33
50763, V ,delouse,32,1,17,7,1,6
50773, N ,umbel,38,1,3,30,4,0
50774, J ,short-answer,38,1,1,4,15,17
50778, N ,vasoconstrictor,50,1,0,6,0,43
50779, N ,pupfish,36,1,3,21,7,4
50803, N ,handbell,41,1,5,2,20,13
50806, N ,disapprobation,34,1,7,5,1,20
50811, N ,drainboard,36,1,31,4,0,0
50827, J ,provoking,29,1,11,7,3,7
50831, J ,well-insulated,33,1,1,22,6,3
50841, J ,plotless,30,1,5,3,15,6
50844, N ,transection,39,1,0,1,0,37
50845, J ,single-channel,36,1,1,8,1,25
50852, J ,proof-of-concept,34,1,0,18,0,15
50854, N ,walkover,39,1,5,13,11,9
50856, J ,nondiabetic,37,1,0,21,0,15
50858, J ,non-malignant,40,1,0,9,18,12
50863, N ,bookbinding,29,1,8,13,6,1
50866, J ,silver-framed,30,1,21,3,4,1
50882, R ,huffily,30,1,15,10,4,0
50891, J ,bright-line,37,1,0,2,3,31
50892, J ,double-entry,44,1,1,3,1,38
50900, J ,high-caste,33,1,5,5,4,18
50902, N ,outfall,60,1,1,7,4,47
50904, J ,white-trash,31,1,16,7,7,0
50910, J ,rent-stabilized,63,1,10,2,50,0
50915, J ,baby-doll,32,1,10,9,12,0
50920, J ,colonizing,32,1,4,3,1,23
50927, N ,strumming,33,1,13,8,3,8
50933, J ,hipped,30,1,14,10,2,3
50934, J ,front-desk,31,1,3,11,16,0
50937, J ,well-nourished,29,1,10,6,5,7
50946, U ,heh-heh,34,1,27,2,4,0
50952, J ,slouched,34,1,25,4,4,0
50958, J ,steel-rimmed,30,1,22,5,2,0
50959, J ,gas-filled,30,1,8,14,1,6
50969, N ,bloodroot,56,1,30,15,7,3
50980, J ,caricatured,30,1,0,10,5,14
50983, J ,bull-headed,29,1,11,6,8,3
50990, J ,trotting,28,1,14,10,1,2
50992, J ,pressure-cooker,30,1,4,11,13,1
50993, R ,bewilderingly,29,1,5,10,6,7
51003, J ,unrevealing,30,1,12,9,1,7
51019, N ,plastique,36,1,27,1,1,6
51025, R ,fortnightly,34,1,5,6,3,19
51027, J ,city-sponsored,29,1,1,4,23,0
51028, J ,neon-colored,31,1,9,9,11,1
51034, V ,equilibrate,32,1,2,4,2,23
51038, J ,two-layer,31,1,4,13,5,8
51040, N ,catatonia,31,1,22,5,2,1
51041, J ,half-human,33,1,17,1,6,8
51044, J ,anglo-indian,37,1,4,9,9,14
51045, J ,cornering,36,1,1,32,1,1
51069, J ,self-consistent,33,1,3,3,2,24
51071, N ,snuffbox,38,1,12,19,3,3
51086, N ,mycobacteria,39,1,0,17,0,21
51088, J ,rank-ordered,36,1,1,1,0,33
51091, R ,snarly,31,1,15,7,8,0
51098, J ,text-only,31,1,1,13,8,8
51099, J ,ear-piercing,29,1,8,14,6,0
51101, J ,penned,31,1,12,10,4,4
51102, N ,sifting,31,1,5,9,4,12
51105, R ,fatuously,28,1,7,12,1,7
51107, J ,mouse-like,29,1,9,12,3,4
51112, J ,hard-sell,29,1,2,12,14,0
51114, R ,indecently,31,1,17,5,2,6
51115, R ,ruinously,32,1,3,16,5,7
51123, R ,witheringly,28,1,14,7,5,1
51131, R ,unenthusiastically,30,1,21,3,1,4
51135, R ,lethargically,29,1,17,7,1,3
51136, R ,wizardly,33,1,14,10,8,0
51144, N ,onionskin,31,1,21,4,2,3
51145, J ,one-button,41,1,6,30,4,0
51147, N ,coursing,30,1,15,7,3,4
51153, J ,antique-filled,31,1,2,17,11,0
51160, N ,lacewing,32,1,3,21,1,6
51164, J ,supercooled,45,1,7,24,5,8
51169, J ,per-student,35,1,0,8,14,12
51176, J ,minoan,47,1,5,9,4,28
51178, J ,developing-country,40,1,1,5,1,32
51182, N ,tolerability,34,1,1,6,1,25
51189, J ,presupposed,36,1,1,1,1,32
51192, N ,trefoil,51,1,6,13,1,30
51194, J ,vagal,37,1,1,1,1,33
51204, J ,central-city,33,1,0,10,2,20
51217, J ,hanoverian,34,1,5,12,2,14
51220, J ,interlibrary,35,1,8,3,2,21
51229, J ,pre-scientific,31,1,1,11,1,17
51230, J ,wine-producing,31,1,0,11,13,6
51242, J ,twinned,34,1,11,3,5,14
51243, N ,anisette,31,1,16,5,6,3
51257, J ,broken-up,30,1,15,9,3,2
51260, N ,goading,31,1,15,7,4,4
51261, J ,one-hand,28,1,3,12,5,7
51264, R ,nauseatingly,30,1,12,9,6,2
51266, N ,bartering,31,1,6,13,8,3
51270, J ,better-funded,32,1,1,10,12,8
51276, J ,slangy,27,1,7,4,7,8
51278, N ,princeling,31,1,11,6,8,5
51285, R ,radioactively,28,1,3,7,5,12
51289, J ,honeycombed,28,1,4,8,9,6
51295, N ,half-shell,39,1,9,5,8,16
51302, N ,radiometer,62,1,0,16,0,45
51304, J ,five-note,34,1,6,2,0,25
51316, N ,west-southwest,32,1,3,25,2,1
51322, J ,squirrelly,32,1,18,10,3,0
51325, N ,middleware,40,1,0,17,15,7
51329, J ,screw-top,30,1,8,14,6,1
51331, J ,long-ball,29,1,2,7,18,1
51336, J ,scuffling,31,1,22,2,6,0
51339, J ,red-carpeted,32,1,17,11,3,0
51342, J ,cut-and-paste,32,1,4,13,9,5
51343, N ,technophobe,35,1,2,21,7,4
51349, N ,mutagen,43,1,13,24,1,4
51355, J ,straight-on,30,1,2,15,10,2
51356, N ,pharmacopoeia,43,1,8,24,4,6
51366, J ,quasi-military,32,1,7,4,9,11
51374, J ,screechy,30,1,19,4,6,0
51376, J ,transdermal,33,1,2,19,1,10
51378, N ,eclat,28,1,1,10,10,6
51384, N ,gunbattle,33,1,0,0,32,0
51388, N ,inoculum,39,1,2,0,0,36
51389, J ,dumped,35,1,5,7,5,17
51398, N ,collodion,35,1,4,14,0,16
51404, J ,low-priority,31,1,3,8,9,10
51407, N ,adeptness,28,1,0,10,5,12
51416, J ,equal-protection,34,1,0,8,7,18
51419, J ,unplowed,35,1,11,12,8,3
51426, J ,finny,34,1,20,8,2,3
51443, R ,syntactically,32,1,4,1,0,26
51444, J ,cost-based,29,1,0,5,4,19
51453, N ,extravert,65,1,0,22,2,40
51466, J ,possessing,31,1,2,5,1,22
51472, J ,predoctoral,39,1,0,0,0,38
51485, J ,disfavored,30,1,0,3,4,22
51488, J ,indubitable,28,1,3,3,4,17
51500, J ,wagging,29,1,17,7,3,1
51506, R ,impotently,29,1,21,5,0,2
51514, J ,riven,31,1,10,9,3,8
51516, J ,last-gasp,31,1,1,5,23,1
51520, N ,self-portraiture,39,1,1,23,4,10
51522, N ,self-emptying,39,1,0,7,0,31
51525, N ,sodality,36,1,4,8,6,17
51529, N ,embroiderer,39,1,4,9,2,23
51533, N ,shakiness,28,1,8,11,6,2
51535, J ,wire-service,30,1,4,16,8,1
51547, N ,ululation,29,1,16,3,5,4
51549, R ,auspiciously,28,1,8,7,5,7
51554, N ,forkful,31,1,22,8,0,0
51556, N ,progressiveness,30,1,1,3,6,19
51560, J ,road-trip,32,1,2,19,9,1
51561, J ,ungentlemanly,31,1,13,10,5,2
51566, N ,geochemistry,46,1,3,17,3,22
51590, N ,compulsiveness,28,1,5,10,4,8
51602, N ,tun,52,1,12,16,7,16
51612, N ,catkin,28,1,11,10,2,4
51620, J ,master-slave,34,1,0,11,0,22
51631, J ,clamping,31,1,2,17,0,11
51632, J ,bedded,31,1,4,23,0,3
51633, J ,direct-marketing,29,1,1,21,6,0
51653, J ,neurasthenic,29,1,10,4,4,10
51656, J ,room-size,29,1,1,17,9,1
51657, R ,pungently,28,1,8,6,7,6
51663, J ,unfeigned,27,1,13,5,4,4
51664, J ,dissecting,28,1,11,3,1,12
51672, N ,self-invention,29,1,3,5,10,10
51681, N ,impassivity,31,1,13,7,5,5
51685, J ,nucleated,31,1,0,7,0,23
51689, N ,hornbeam,29,1,7,16,2,3
51692, N ,submergence,28,1,3,9,3,12
51693, J ,overdetermined,29,1,6,0,0,22
51694, R ,effectually,34,1,4,6,1,22
51698, N ,abnegation,30,1,7,2,2,18
51702, N ,indigence,28,1,4,3,3,17
51707, N ,hypercalcemia,41,1,0,0,1,39
51708, N ,superorganism,33,1,10,14,0,8
51710, N ,peonage,40,1,4,10,2,23
51714, J ,fabric-covered,32,1,8,15,7,1
51716, N ,trackside,34,1,12,7,13,1
51717, N ,yardarm,34,1,25,5,1,2
51726, J ,double-walled,31,1,5,9,2,14
51730, N ,broker-dealer,55,1,0,43,11,0
51732, J ,androcentric,35,1,11,6,0,17
51736, J ,pet-friendly,38,1,1,15,21,0
51747, J ,just-opened,32,1,2,13,15,1
51749, N ,raunch,30,1,1,18,10,0
51753, J ,levitating,27,1,13,4,4,5
51764, N ,shuttering,30,1,5,8,14,2
51766, J ,stick-thin,29,1,13,8,7,0
51772, J ,post-intervention,56,1,0,2,0,53
51784, J ,yellow-and-black,30,1,15,10,4,0
51786, J ,girls-only,31,1,4,15,3,8
51789, R ,hesitatingly,29,1,17,4,1,6
51794, J ,sparking,29,1,18,7,2,1
51802, J ,muslim-majority,39,1,0,4,13,21
51805, J ,braless,34,1,20,10,3,0
51808, J ,pension-fund,30,1,0,8,19,2
51810, N ,townscape,32,1,2,7,4,18
51827, N ,autoimmunity,40,1,1,10,1,27
51832, J ,rightmost,32,1,13,4,1,13
51836, J ,hand-dyed,32,1,4,22,4,1
51842, V ,supercharge,32,1,0,26,4,1
51858, J ,sapient,30,1,25,2,0,2
51865, J ,lighter-colored,29,1,1,18,5,4
